"visual_arousal_label","text_arousal_label","n","row_percent","col_percent","expected_n"
"煽动","煽动",31,0.455882352941176,0.397435897435897,11.5054229934924
"煽动","缓释",20,0.294117647058824,0.0743494423791822,39.6789587852495
"煽动","说明",17,0.25,0.149122807017544,16.8156182212581
"缓释","煽动",20,0.100502512562814,0.256410256410256,33.6702819956616
"缓释","缓释",134,0.673366834170854,0.49814126394052,116.119305856833
"缓释","说明",45,0.226130653266332,0.394736842105263,49.2104121475054
"说明","煽动",27,0.139175257731959,0.346153846153846,32.824295010846
"说明","缓释",115,0.592783505154639,0.427509293680297,113.201735357918
"说明","说明",52,0.268041237113402,0.456140350877193,47.9739696312364
